Territorial emissions in MtCO₂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d'Ivoire,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1982,2.0946,7.3076,39.173,,4.6352,,0.29312,103.3511,7.7407,0.62347,218.0009,53.5653,46.407,2.2585,9.8305,8.5523,0.64486,97.0793,117.1019,0.17221,0.44254,0.39571,0.062681,4.3379,0.12577,16.5181,1.3992,171.4997,0.03664,2.6647,89.8442,0.57525,0.15755,0.33709,6.3159,414.4549,0.03664,,0.1429,0.20518,20.4753,1606.585,45.6793,0.047632,1.3431,0.051296,2.0706,17.8903,34.5273,9.3834,3.1572,180.8461,5.5546,3.047,53.6155,0.34808,0.040304,6.3035,19.2351,56.4312,1.7521,0.07328,,35.1736,1.4739,0.458,,0.83512,42.9765,441.5642,,0.33709,6.5436,0.16122,14.2988,1015.7339,2.8946,,51.5088,0.51662,0.062288,,3.6068,0.98195,0.1429,1.4033,0.8173,1.7495,19.6228,86.678,1.5938,325.38,105.584,138.1323,30.3744,25.5663,23.8549,366.879,6.214,900.7133,6.2557,229.666,4.6874,0.025648,,21.0903,19.8105,0.15755,23.3764,5.7194,,0.59741,30.5651,0.10379,36.6505,8.9242,0.48365,1.0133,0.59309,30.6419,0.047632,0.36513,1.3117,,,0.88302,0.50197,303.7637,,36.3296,6.7123,1.6311,0.01832,16.9046,2.5239,5.5795,,0.12458,0.44236,133.4871,1.2618,18.2702,2.1107,0.7422,65.3936,0.003664,116.8921,9.0624,30.9121,,5.7305,37.1896,,3.2785,1.9456,1.3624,23.6001,34.8385,420.9704,28.9999,12.3349,0.30802,194.8769,2128.3052,0.60822,,0.003664,0.065952,0.11358,0.040304,0.040304,0.065952,0.047632,157.8933,3.0366,47.9093,0.084272,0.55326,28.3815,57.8963,13.5133,0.12091,0.71814,280.4333,140.7819,208.5985,4.4669,3.5094,1.8706,0.43602,62.2567,36.5713,24.3644,75.3848,11.4063,2.1483,37.357,,0.81787,0.043968,18.4052,9.5319,86.21,29.504,0,,0.5447,673.5774,36.7528,548.2404,4447.6019,4.8538,89.9293,0.051296,93.201,18.3416,,,5.9336,3.5108,8.7799
1983,2.52,7.6308,52.5039,,5.1005,,0.084272,105.142,7.8566,0.32042,207.6454,51.6682,47.0768,2.0144,8.222,8.1883,0.68517,98.4361,101.2018,0.17221,0.40441,0.45067,0.086749,4.2781,0.064637,17.7872,1.3296,165.8998,0.040304,2.7333,90.0613,0.59357,0.20518,0.3664,6.5545,408.3385,0.03664,,0.14656,0.20518,20.6741,1694.2168,49.2096,0.047632,1.1425,0.051296,2.0888,19.2659,30.8206,4.8225,3.1513,181.0762,4.5177,3.998,50.0982,0.34808,0.040304,7.8656,19.5026,56.9805,1.8854,0.062288,,35.6769,1.8348,0.48731,,0.70893,41.4634,424.4551,,0.42136,5.5086,0.16122,14.5039,1011.6049,3.51,,54.7894,0.36274,0.062288,,3.1599,0.95264,0.1429,1.2458,0.88603,1.9765,20.9121,88.9374,1.5425,352.1988,105.1838,150.0282,38.4651,25.7287,23.709,358.4091,6.4449,884.4199,7.2999,232.7143,4.6547,0.021984,,21.5412,20.081,0.17954,23.7163,6.9422,,0.70652,30.146,0.1307,37.2121,8.364,0.6815,0.65039,0.57454,38.0483,0.051296,0.41662,0.99661,,,0.93798,0.59723,277.4304,,36.8618,6.9691,1.7564,0.021984,17.6265,1.9545,5.7538,,0.12458,0.49242,137.3573,1.1512,17.9981,1.9967,0.95793,59.7052,0.003664,125.1631,9.7913,31.9473,,7.5259,40.0222,,3.4797,2.0079,1.4079,20.3929,35.2391,421.0238,29.9016,11.2426,0.31451,199.6598,2158.4924,0.69616,,0.003664,0.051296,0.10259,0.032976,0.047632,0.065952,0.05496,160.837,2.6114,51.5856,0.098928,0.68883,33.3974,57.9776,14.5554,0.1429,0.93432,291.9021,149.1336,203.4351,4.8549,3.5818,1.3721,0.27114,58.2683,40.0072,27.7745,83.1381,11.5696,2.1963,41.7846,,0.62363,0.047632,16.2755,11.3193,89.8122,29.9279,0,,0.61355,683.0552,35.2205,545.4851,4429.7111,3.8035,91.2231,0.05496,92.9079,19.2697,,,6.2856,3.2608,10.4251
1984,2.8215,7.8259,70.9465,,4.9858,,0.14656,106.4517,7.931,0.80014,217.5162,54.214,47.5042,1.854,9.2003,9.0772,0.747,99.2742,104.9665,0.17221,0.4483,0.44334,0.10874,4.0293,0.16141,18.758,1.3442,167.5675,0.040304,1.9163,87.0449,0.46533,0.21984,0.41037,6.0529,425.2333,0.084272,,0.15022,0.21618,22.0047,1844.828,48.7015,0.047632,1.1395,0.021984,1.9809,20.3198,32.5807,12.0423,3.2346,187.168,5.1333,3.9316,50.7807,0.35174,0.043968,7.3905,21.1895,63.7043,1.5883,0.080608,,35.9961,1.6503,0.4983,,0.57721,42.1471,413.169,,0.46166,5.9795,0.17221,14.6345,1033.2446,2.4657,,56.2849,0.56792,0.062288,,3.4011,0.97829,0.16122,1.4033,0.90315,1.9574,22.2248,90.6468,1.8097,361.5594,112.4602,150.4005,39.771,25.5494,23.4985,364.6011,5.1406,940.5276,8.2469,234.585,4.3144,0.021984,,28.2852,20.2464,0.1832,23.9312,6.7132,,0.69543,28.2762,0.13644,37.5695,9.0042,0.60456,0.86637,0.55618,34.7944,0.058624,0.43482,1.363,,,0.87203,0.62654,276.491,,37.1952,6.4247,1.8523,0.021984,17.6452,1.5109,6.5485,,0.12458,0.70142,144.0729,1.2022,19.3366,1.846,0.98681,69.4059,0.003664,134.6616,10.351,33.8102,,8.0535,42.5573,,2.8674,2.0445,1.49,20.6325,30.8313,432.4674,28.7938,12.298,0.28206,188.3234,2177.6591,0.63387,,0.003664,0.051296,0.11358,0.03664,0.065952,0.065952,0.051296,155.5124,3.2842,54.397,0.098928,0.61555,31.9686,59.9518,15.3529,0.1429,0.71448,315.593,160.7005,197.6672,3.8521,3.2113,1.552,0.33342,57.3081,39.1116,32.849,84.8649,11.6719,2.347,45.1546,,0.69458,0.047632,17.5044,11.5631,94.906,30.1976,0,,0.58042,689.0775,46.1556,529.1082,4662.4885,3.4382,92.0682,0.05496,93.0029,17.4952,,,7.097,2.8044,9.8796
1985,3.5014,7.8815,72.6091,,4.6761,,0.24915,100.5312,8.5462,0.93653,224.5559,54.3663,51.2165,1.5096,10.1859,10.1892,0.84571,106.9926,104.0045,0.19053,0.68637,0.45067,0.11974,4.1098,0.18892,19.1342,1.6578,180.1107,0.047632,2.5941,89.2213,0.47632,0.23083,0.4177,6.4706,421.7187,0.084272,,0.16122,0.17954,21.2922,1998.0829,48.0795,0.047632,1.2752,0.021984,2.2425,20.7302,32.556,14.095,3.145,184.5998,6.9836,3.6119,59.9805,0.35907,0.047632,7.2415,19.3527,63.8072,1.9653,0.065952,,38.8277,1.7987,0.51662,,0.57299,49.5491,406.3143,,0.5899,6.2985,0.17221,15.774,1044.118,3.1437,,59.7719,0.5093,0.062288,,3.4968,0.99294,0.17221,1.418,0.92952,1.8857,22.8814,86.9267,1.6226,397.5921,121.5974,160.4858,44.1964,26.7498,24.613,368.9824,5.0417,915.2633,8.4215,253.0651,3.7654,0.021984,,29.0702,21.8295,0.20518,25.7968,7.7649,,0.71608,31.0022,0.17022,40.4774,9.2368,0.7328,1.053,0.55631,36.3298,0.065952,0.40538,1.1981,,,0.65586,0.70715,287.1811,,40.072,8.998,1.8895,0.025648,17.6818,1.1349,6.6755,,0.12458,0.67602,146.98,1.451,21.858,1.9848,0.99002,69.636,0.003664,144.2847,10.5781,32.2856,,8.6185,46.8135,,2.7269,2.1251,1.5478,19.4546,27.8991,444.5079,27.1297,12.3778,0.32779,193.4455,2348.5356,0.61555,,0.003664,0.051296,0.12824,0.032976,0.065952,0.076944,0.05496,172.4212,2.6505,55.4804,0.15022,0.66318,32.3971,59.1453,15.6614,0.15022,0.85738,323.8613,168.7577,199.9314,3.9166,3.7316,1.5959,0.43968,62.364,39.7622,29.3894,84.734,12.5803,2.3379,47.8652,,0.65903,0.047632,20.7231,11.9605,105.6624,32.5453,0,,0.61691,743.415,49.6525,559.6273,4652.938,3.2838,99.2406,0.12091,101.0265,21.0974,,,8.5734,2.7327,10.2137
1986,3.1336,8.0581,76.0804,,4.6338,,0.24915,104.1501,8.138,0.17954,224.0403,53.7285,53.3387,1.4106,11.003,11.4058,0.91541,121.4192,102.3668,0.20518,0.624,0.42136,0.11242,3.7637,0.036216,19.9823,1.5662,197.2384,0.05496,2.2973,91.1723,0.47998,0.2345,0.43235,1.9932,404.7079,0.058624,,0.16122,0.18686,22.0225,2104.2134,48.7543,0.043968,1.0624,0.021984,2.5775,21.6563,33.5468,2.7021,3.6061,185.8545,5.5766,3.3457,58.8018,0.37739,0.047632,8.1211,15.1941,74.3929,1.9675,0.080608,,38.8258,2.1952,0.49098,,0.59809,53.2144,391.4478,,0.60822,4.9508,0.16122,15.5751,1047.4719,2.9349,,58.2744,0.3261,0.065952,,3.6646,0.99661,0.1832,1.0442,0.83022,1.825,25.5259,85.4839,1.7802,426.3094,122.1661,148.3049,47.2296,28.5503,26.3483,363.1876,4.5472,914.0479,9.1651,258.0587,4.1571,0.01832,,35.2303,21.8174,0.20885,23.5902,7.4784,,0.72288,33.8955,0.19514,36.0346,9.1112,0.8757,1.1371,0.55246,40.1019,0.080608,0.37961,1.4839,,,0.37373,0.79875,293.2193,,39.0802,9.5951,1.9733,0.029312,18.6839,0.97714,6.7563,,0.16122,0.69701,144.0144,1.4008,22.946,2.2555,0.89438,73.1922,0.003664,156.8353,11.0633,34.7853,,9.8249,49.0586,,2.7348,2.0628,1.6546,21.7751,29.0247,451.8487,30.2211,13.267,0.34195,201.0696,2348.928,0.59723,,0.003664,0.058624,0.1319,0.047632,0.065952,0.080608,0.051296,204.6038,2.6364,57.9283,0.16488,0.67418,34.1008,59.5622,16.7673,0.15389,0.92333,330.4971,176.2972,189.1127,3.6603,3.8951,1.7569,0.458,62.0098,42.226,31.0732,94.3334,12.1328,2.2776,48.9698,,0.84792,0.047632,17.3548,12.0872,115.6179,35.8071,0,,0.70186,740.5041,47.0301,568.554,4663.7116,3.1649,95.1959,0.058624,109.2398,20.5847,,,8.192,2.8656,13.068
1987,3.1138,7.4471,83.8835,,5.786,,0.2748,114.8772,8.1655,0.44701,234.5998,57.3739,50.5591,1.4216,11.4207,11.7997,0.94105,111.763,102.5887,0.22717,0.4737,0.57158,0.16006,4.0118,0.032197,19.5077,1.8384,205.9677,0.062288,3.3159,91.2732,0.51662,0.24915,0.43602,1.843,430.9821,0.080608,,0.26014,0.19786,22.4102,2257.7385,50.124,0.047632,1.3201,0.021984,2.7239,21.1385,33.9333,2.4022,4.185,183.6414,7.35,3.8159,58.2423,0.38838,0.047632,9.6873,15.0223,74.6135,2.4145,0.098928,,37.8957,2.5544,0.4983,,0.472,57.5334,388.8516,,0.61189,4.0095,0.17954,15.7282,1032.4428,3.1474,,62.5763,0.2345,0.07328,,3.9184,0.99294,0.19419,1.308,0.89879,2.1442,28.0856,85.512,1.8451,455.3431,123.8785,159.3401,52.1838,30.2263,27.0689,380.0986,5.379,902.1781,9.506,256.6187,5.1685,0.021984,,31.3779,21.2123,0.21251,19.2808,7.6704,,0.75846,32.3483,0.13511,36.0445,8.8123,0.97096,1.2824,0.5451,40.8777,0.080608,0.3575,1.854,,,3.2426,0.93066,305.7901,,37.4688,10.4825,1.9265,0.029312,19.9049,0.97675,4.9434,,0.15755,0.86068,151.4804,1.4545,24.1653,2.431,0.99285,59.0244,0.003664,175.6187,10.7925,33.207,,9.4018,52.9885,,3.1796,2.334,1.8766,25.6937,32.4958,463.7326,31.1983,11.4705,0.26966,211.0207,2357.9203,0.61142,,0.003664,0.05496,0.14656,0.051296,0.076944,0.080608,0.051296,190.4469,2.4246,56.5398,0.20152,0.4983,31.8108,58.8634,16.0013,0.16122,0.99294,328.6647,185.3584,189.5081,4.0269,3.0704,1.7568,0.43602,59.6947,40.1823,35.9429,98.2062,11.7853,2.3675,53.8144,,0.92498,0.05496,17.4891,11.7798,128.4422,36.3771,0,,0.76857,733.884,47.4504,571.6676,4826.0127,3.5425,97.6475,0.047632,110.6611,23.2969,,,8.6267,2.6738,15.1701
1988,2.8569,7.3292,83.708,,5.0493,,0.28579,121.4047,9.2944,0.61189,240.737,52.9372,51.568,1.5389,12.0765,13.4784,0.94479,114.7958,99.7428,0.24915,0.50805,0.64486,0.16739,4.2868,0.031717,20.1288,2.0007,207.6953,0.065952,5.7122,89.6562,0.55326,0.22717,0.45067,2.154,455.6691,0.07328,,0.23083,0.065952,26.6,2425.8936,52.1347,0.051296,1.4929,0.021984,2.9059,21.8197,35.6164,2.3663,4.1976,180.617,8.8046,3.978,55.014,0.34808,0.05496,9.7398,17.1686,74.3095,2.4331,0.10626,,38.002,2.6401,0.52762,,0.54977,52.0581,386.5061,,0.57525,4.3207,0.1832,16.319,1029.0241,3.2097,,67.0519,0.54594,0.095264,,4.0753,1.0259,0.21618,1.4033,1.0077,2.465,29.2848,81.5457,1.8411,491.6922,132.7212,175.962,67.1274,29.8836,29.7026,385.9623,4.5255,984.6975,9.177,273.6681,4.7841,0.021984,,32.8251,21.3459,0.21251,18.8534,7.3457,,0.80918,36.1604,0.17901,36.4414,9.0997,0.96363,1.2858,0.54149,42.8692,0.095264,0.38303,2.0115,,,3.184,0.85371,305.4181,,39.0085,11.4929,1.9879,0.029312,20.9308,1.0062,4.0867,,0.15755,0.97597,145.6027,1.5012,25.4493,2.24,0.983,70.4213,0.003664,199.2305,11.1574,35.5917,,10.5166,57.6074,,2.9147,2.1984,2.1437,25.0181,37.4847,444.23,32.5676,11.8977,0.39004,211.5678,2436.9355,0.69231,,0.007328,0.065952,0.16488,0.065952,0.065952,0.084272,0.047632,202.2519,2.7108,58.3316,0.19786,0.458,35.2807,57.8935,15.5474,0.15755,1.0037,342.6547,210.9535,197.4579,3.4566,4.4431,1.8739,0.43602,57.4251,40.6363,36.6791,113.0934,12.7192,2.2717,60.7315,,0.96345,0.069616,15.8331,12.4952,124.7275,37.1879,0,,0.86287,727.3151,48.0956,570.2937,5050.8584,4.786,101.0676,0.065952,115.7518,23.0725,,,9.5502,3.109,16.0295
1989,2.7649,8.9862,79.8083,,4.9227,,0.28579,117.0204,9.4144,0.64853,256.8366,53.6963,51.5597,1.9456,11.6515,13.3824,0.98869,109.1102,106.7921,0.30045,0.57016,0.78043,0.11977,4.9684,0.060375,20.067,2.229,212.0711,0.065952,6.3424,88.2058,0.82074,0.26747,0.45067,7.5777,462.8851,0.080608,,0.24915,0.10259,32.0178,2463.6544,53.0823,0.051296,1.4956,0.021984,2.9333,21.7514,35.7191,4.5045,4.4297,172.3307,8.266,4.352,48.6851,0.38838,0.058624,10.2579,20.1537,71.9046,2.5472,0.11725,,38.9324,2.7941,0.57891,,0.6252,52.4479,400.3287,,0.54227,5.7575,0.17954,16.1962,1008.7923,3.0594,,73.2308,0.47266,0.10259,,4.1882,1.0442,0.23083,1.1835,1.0231,2.6803,30.1412,79.9082,1.8965,540.651,131.6735,191.1145,72.2418,30.0611,31.3943,404.7419,6.7241,1021.278,9.0798,264.5405,5.1874,0.021984,,35.7716,20.7242,0.23083,17.9312,7.7208,,0.65959,37.0685,0.18714,36.7903,9.8463,1.0296,0.9258,0.56335,50.0839,0.12458,0.41588,2.1691,,,2.803,1.0516,323.2163,,38.1139,10.459,1.9819,0.029312,22.6607,1.0345,4.4253,,0.15755,0.89356,161.6642,1.6395,25.4532,1.4683,1.034,42.1194,0.003664,209.2488,11.1298,34.1479,,9.9857,60.3166,,2.5103,2.0335,2.2234,21.7621,38.9065,422.1751,40.8222,14.2924,0.30241,212.9659,2404.8255,0.68425,,0.007328,0.065952,0.16488,0.10259,0.076944,0.084272,0.047632,203.4239,3.6619,58.1458,0.2345,0.37373,41.0038,55.2497,15.3404,0.16122,0.95207,340.711,223.5104,224.8854,3.447,3.4412,1.8518,0.43602,55.5208,39.3887,34.2713,123.1264,12.5928,2.1616,71.6959,,1.0242,0.069616,16.105,13.2682,137.5699,37.6368,0,,0.80049,683.6544,54.1861,581.5761,5132.5433,4.8526,104.0871,0.062288,108.5711,17.3979,,,9.9351,2.57,16.1137
1990,2.0243,5.5206,76.7376,0.4067,5.0899,0.047632,0.24182,112.1487,8.9992,0.48731,278.1605,62.1839,51.3183,2.0225,11.494,14.0816,1.0261,108.3451,120.2973,0.31144,0.57935,0.50197,0.18573,10.0069,0.064657,19.8713,2.7004,218.658,0.065952,5.4557,76.7413,0.5899,0.20885,1.2604,2.6048,458.0149,0.17954,,0.1832,0.37739,32.9081,2484.8548,56.8977,0.065952,1.0079,0.043968,2.913,22.8745,29.6484,4.8239,4.6439,164.2505,4.7815,4.249,53.4641,0.29678,0.058624,8.936,16.4578,75.2175,2.4751,0.062288,,36.917,2.9865,0.70349,,0.80122,56.921,393.7173,,0.46899,4.4847,0.19786,15.9484,1054.7959,3.5138,,83.438,0.62471,0.10626,,4.9722,1.0039,0.17221,1.1285,0.995,2.5047,27.1477,73.4274,2.2223,577.996,155.0808,211.0746,49.057,32.9453,35.8244,438.207,7.5272,1157.3932,10.4764,268.1731,5.819,0.021984,,37.807,19.198,0.51296,19.6616,7.8682,1.4729,0.45613,36.5138,0.19897,35.772,11.8132,0.90134,0.9443,0.74033,54.2694,0.17221,0.42224,2.4274,,,0.85371,1.4619,316.7458,,36.4787,9.7911,1.9606,0.029312,22.298,1.0254,4.2357,,0.12458,0.72144,162.7969,1.5764,25.4972,2.0439,0.5988,38.8573,0.007328,118.3789,11.0978,35.003,0.86104,11.2224,67.8274,,2.632,2.1544,2.1356,21.4008,40.9095,376.6412,45.3106,11.4112,0.41954,176.5455,2536.2477,0.52386,,0.007328,0.10626,0.17954,0.0916,0.080608,0.087936,0.047632,182.0246,3.1388,57.7845,0.15022,0.4983,43.5356,61.5264,15.0945,0.14656,0.7822,312.9302,250.5108,230.1741,3.8308,4.7833,1.7374,0.95997,57.5205,44.1486,37.0453,124.258,12.0368,2.1123,86.5633,,0.97764,0.084272,16.9812,13.5528,151.615,33.3444,0.062288,0.003664,0.76085,706.2269,51.7038,601.9451,5120.9572,3.9673,103.0872,0.065952,120.7641,21.2986,0.01832,,9.5202,2.4071,15.537
1991,1.9143,4.2902,78.8068,0.4067,5.0641,0.047632,0.24915,117.7549,7.3798,0.53128,279.5343,65.7824,50.0469,1.9969,11.3291,14.753,1.1837,104.0717,123.3667,0.4067,0.61965,0.53861,0.18574,10.4952,0.051594,14.0589,2.6344,229.394,0.07328,7.2108,61.623,0.63754,0.23816,1.3044,2.6684,449.7561,0.16488,,0.19053,0.38472,30.8918,2606.0962,56.6541,0.065952,1.0828,0.043968,3.2879,16.9927,27.1702,3.8494,5.1321,148.8833,4.3089,3.1326,64.0925,0.30045,0.058624,9.5383,16.1572,77.2958,3.1547,0.065952,,34.1442,2.9585,0.65586,,0.65503,55.195,417.8591,,0.46899,4.5217,0.19786,15.8722,1016.9295,3.9019,,83.4075,0.6099,0.10992,,4.9511,1.0259,0.17587,1.1065,0.97614,2.527,28.4631,69.8249,2.1034,615.365,174.865,223.0457,45.1854,33.6752,36.1485,437.7412,7.751,1169.093,9.9039,261.0659,4.8343,0.021984,,14.9164,15.8928,0.54594,17.9196,8.1152,1.5279,0.37455,42.6198,0.20633,37.855,12.4238,0.9673,1.0249,0.78761,65.7851,0.15389,0.42589,2.2718,,,0.86837,1.5206,329.8275,,29.5963,11.9598,1.387,0.029312,23.6882,0.94146,4.1374,1.0442,0.12458,1.0263,171.1935,1.7586,26.1759,1.9863,0.56622,41.9292,0.007328,112.8191,7.7882,33.458,0.88302,11.5948,67.4771,,3.1045,2.1691,2.1034,20.7579,43.0322,373.6227,47.1309,17.3805,0.39299,142.2664,2406.7557,0.47214,,0.007328,0.10626,0.19053,0.10259,0.084272,0.095264,0.047632,244.5871,3.3792,40.9276,0.17221,0.55693,44.2355,53.3317,13.9734,0.15755,0.70392,326.0267,275.6882,240.0092,4.1382,4.48,2.0231,0.87203,57.7512,46.1317,42.2008,133.631,9.7578,2.2553,95.0448,,1.0498,0.087936,16.9682,16.0055,158.1263,30.4248,0.062288,0.003664,0.77981,632.9241,56.6734,609.4127,5062.9567,4.5277,102.2874,0.065952,114.1068,21.3755,0.01832,,9.1274,2.3818,15.4906
1992,1.4821,2.5171,79.8833,0.4067,5.1644,0.047632,0.24915,121.5347,5.7237,0.53861,284.529,60.2829,56.1744,1.8686,10.4021,15.3909,1.164,93.483,122.4925,0.35541,0.67095,0.46166,0.21506,11.0142,0.042507,15.0287,2.7773,233.601,0.080608,6.8847,57.4564,0.63021,0.21618,1.3484,2.7123,463.4967,0.17954,,0.19419,0.4067,32.0006,2730.7876,61.4947,0.069616,1.2892,0.043968,3.7419,16.375,20.5931,3.1714,5.5042,145.7058,3.8435,2.8082,58.3145,0.30411,0.058624,10.4182,21.9597,79.9399,3.3168,0.065952,,24.4178,2.9367,0.64853,,0.73031,54.272,407.3159,,0.44701,4.9169,0.19786,15.2769,969.4644,3.2426,,84.9757,0.59581,0.11725,,5.9192,1.0589,0.17954,1.0406,0.88852,2.8033,32.9186,62.2807,2.2497,655.447,199.4187,228.1938,58.8894,33.4961,42.0825,437.936,7.7087,1178.892,11.9842,236.1311,5.5365,0.025648,,29.6484,11.0417,0.59273,14.1935,9.7269,1.5865,0.39166,37.0244,0.20695,21.2032,12.1923,0.97829,1.0028,0.78709,72.961,0.23083,0.46252,2.2936,0.076944,,0.90501,1.7074,332.4533,0.13557,20.9781,10.9426,1.4833,0.029312,24.7368,1.0272,4.8419,1.1358,0.12091,1.2329,170.997,1.5755,28.1625,2.3726,0.52461,46.2653,0.007328,97.9816,8.3942,34.394,0.916,11.8927,72.0149,0.19786,4.1123,2.1911,2.5799,20.9858,47.934,364.5106,50.9566,26.7803,0.35139,132.0703,1966.5048,0.47949,,0.007328,0.10992,0.21251,0.095264,0.084272,0.098928,0.047632,276.0865,3.4227,43.6843,0.17221,0.28213,47.4415,48.9277,13.8826,0.16122,0.66609,301.3254,299.9054,248.4117,5.1063,4.0013,2.0305,0.83173,57.5783,46.0175,42.5617,142.432,7.3081,2.1776,105.5135,,1.0305,0.069616,19.1028,15.1578,164.0649,31.9942,0.065952,0.003664,0.79779,589.2828,57.7571,593.8459,5174.2275,5.1429,110.9843,0.065952,104.6278,21.4665,0.01832,,9.8736,2.4247,16.7024
1993,1.4869,2.338,81.944,0.41037,5.7484,0.05496,0.25648,118.0011,2.5102,0.64853,288.8737,60.7089,48.4061,1.7441,16.7481,16.0739,0.93198,80.5618,121.4273,0.37739,0.80742,0.53861,0.18179,11.5503,0.065618,12.5806,3.195,244.306,0.084272,6.357,58.4921,0.63387,0.22717,1.385,2.8658,464.16,0.17221,,0.19786,0.40304,34.0978,2921.651,63.3378,0.07328,1.1604,0.047632,3.8909,16.8078,19.8228,4.8957,5.7477,140.1241,5.093,2.6623,60.5617,0.30411,0.062288,11.2088,24.0885,92.278,3.9756,0.069616,,19.4353,2.9936,0.58258,,0.72865,56.32,387.6992,,0.46899,4.9747,0.20885,9.9157,959.3859,3.8179,,84.285,0.54594,0.12091,,5.5778,1.0882,0.1832,1.0442,0.6842,2.9408,34.7778,62.9913,2.4005,677.2992,215.1087,236.9925,63.1298,33.7171,44.2345,430.2672,8.001,1171.8925,11.7743,208.2168,6.3418,0.029312,,49.1294,8.4682,0.60742,11.9217,10.3549,1.6341,0.4173,38.7083,0.21503,16.3546,12.341,1.1029,1.0321,0.882,86.6124,0.19786,0.50281,2.8856,0.084272,,0.92699,1.7734,337.7219,0.1429,15.8458,9.193,1.2936,0.029312,26.7789,1.1403,5.303,1.374,0.11358,1.3973,170.9645,1.8282,27.7547,2.2824,0.5985,44.8142,0.007328,89.5816,7.5992,35.938,0.93432,13.2248,77.1757,0.19786,3.7849,2.1911,2.9141,23.8848,48.5478,365.1749,49.4688,30.6845,0.24223,122.7594,1866.7291,0.48295,,0.010992,0.11358,0.2345,0.07328,0.10259,0.10259,0.047632,297.8326,3.5387,38.0957,0.1832,0.26381,49.6619,46.3959,14.2512,0.17221,0.62577,320.3453,330.174,239.8089,4.9754,2.7547,2.0378,0.71082,57.5719,43.6102,45.2216,154.046,5.1706,2.426,121.8551,,1.0688,0.084272,17.4112,16.4187,171.1389,27.5164,0.065952,0.003664,0.79746,510.3204,65.5656,579.6125,5272.8508,4.4392,115.6172,0.065952,122.9441,22.853,0.01832,,8.6254,2.466,16.032
